chr	start	strand	ConMethReadCount	ConUMethReadCount	DisReadCount	NAReadCount
chr1	245317112	+	0	34	5	0
chr1	245317121	+	0	34	5	0
chr1	245317148	+	0	9	1	0
chr1	245317167	+	0	9	1	0
chr1	245317172	+	0	9	1	0
chr1	245317174	+	0	9	1	0
chr1	245317319	+	0	42	8	3
chr1	245317332	+	0	42	8	3
chr1	245317339	+	0	42	8	1
chr1	245317343	+	0	42	8	2
chr1	245317529	+	0	0	0	35
chr1	245317535	+	0	0	0	35
chr1	245317540	+	0	0	0	35
chr1	245317596	+	0	23	2	1
chr1	245317603	+	0	23	2	1
chr1	245317607	+	0	23	2	1
chr1	245317611	+	0	23	2	0
chr1	245317941	+	0	39	5	0
chr1	245317946	+	0	39	5	0
chr1	245317948	+	0	39	5	0
chr1	245317950	+	0	39	5	0
chr1	245317965	+	0	39	5	0
chr1	245317969	+	0	38	5	0
chr1	245317971	+	0	38	4	0
chr1	245317974	+	0	37	4	0
chr1	245318008	+	0	13	1	0
chr1	245318021	+	0	13	1	0
chr1	245318035	+	0	13	1	0
chr1	245318039	+	0	13	1	0
chr1	245318042	+	0	12	1	0
chr1	245318065	+	0	18	2	0
chr1	245318068	+	0	18	2	0
chr1	245318070	+	0	18	2	0
chr1	245318073	+	0	18	2	0
chr1	245318079	+	0	18	2	0
chr1	245318090	+	0	18	2	0
chr1	245318112	+	0	26	2	0
chr1	245318116	+	0	26	2	0
chr1	245318122	+	0	26	2	0
chr1	245318124	+	0	26	2	0
chr1	245318126	+	0	26	2	0
chr1	245318135	+	0	26	2	0
chr1	245318138	+	0	26	2	0
chr1	245318142	+	0	26	2	0
chr1	245318206	+	0	8	3	0
chr1	245318209	+	0	8	3	0
chr1	245318221	+	0	8	3	0
chr1	245318224	+	0	8	3	0
chr1	245318229	+	0	8	3	0
chr1	245318232	+	0	8	3	0
chr1	245319261	+	0	0	0	31
chr1	245319273	+	0	0	0	30
chr1	245319280	+	0	0	0	31
chr1	245319565	+	0	0	0	69
chr1	245319568	+	0	0	0	68
chr1	245319579	+	0	0	0	69
chr1	245319677	+	0	13	2	0
chr1	245319694	+	0	13	2	0
chr1	245319696	+	0	13	2	0
chr1	245319705	+	0	13	2	0
chr1	245319709	+	0	13	2	0
chr1	245319883	+	0	45	1	0
chr1	245319888	+	0	45	1	0
chr1	245319893	+	0	44	1	0
chr1	245319895	+	0	45	1	0
chr1	245319898	+	0	45	1	0
chr1	245319907	+	0	45	1	0
chr1	245319978	+	0	60	7	0
chr1	245319991	+	0	59	7	0
chr1	245319994	+	0	60	7	0
chr1	245319996	+	0	60	7	0
chr1	245319998	+	0	60	7	0
chr1	245320033	+	0	72	1	4
chr1	245320038	+	0	72	1	4
chr1	245320063	+	0	72	1	2
chr1	245320066	+	0	72	1	0
chr1	245320101	+	0	17	3	1
chr1	245320104	+	0	17	3	0
chr1	245320107	+	0	17	3	1
chr1	245320130	+	0	17	3	1
chr1	245329843	+	0	0	0	67
chr1	245329853	+	0	0	0	67
chr1	245332918	+	0	0	0	59
chr1	245332932	+	0	0	0	59
chr1	245397978	+	0	0	0	22
chr1	245397981	+	0	0	0	22
chr1	245398001	+	0	0	0	22
chr1	245398110	+	0	0	0	44
chr1	245489820	+	0	0	0	18
chr1	245514376	+	0	0	0	32
chr1	245518063	+	0	0	0	32
chr1	245523217	+	0	0	0	16
chr1	245525571	+	0	0	0	10
chr1	245525585	+	0	0	0	10
chr1	245530208	+	0	0	0	63
chr1	245530217	+	0	0	0	63
chr1	245530231	+	0	0	0	63
chr1	245530297	+	35	0	2	0
chr1	245530312	+	35	0	2	0
chr1	245530315	+	35	0	2	0
chr1	245530320	+	35	0	2	0
chr1	245530757	+	0	0	0	62
chr1	245567682	+	0	0	0	28
chr1	245570385	+	0	0	0	15
chr1	245604839	+	0	0	0	42
chr1	245604871	+	0	0	0	40
chr1	245628198	+	0	0	0	30
chr1	245628205	+	0	0	0	31
chr1	245628222	+	0	0	0	31
chr1	245628245	+	0	0	0	22
chr1	245628257	+	0	0	0	22
chr1	245713858	+	0	0	0	18
chr1	245713861	+	0	0	0	18
chr1	245717008	+	0	0	0	94
chr1	245717041	+	0	0	0	84
chr1	245735728	+	0	0	0	32
chr1	245741258	+	0	0	0	78
chr1	245753506	+	34	0	8	26
chr1	245753509	+	34	0	8	26
chr1	245753526	+	34	0	8	26
chr1	245753539	+	34	0	8	0
chr1	245755283	+	0	0	0	31
chr1	245755305	+	0	0	0	31
chr1	245769027	+	0	0	0	47
chr1	245769098	+	0	0	0	47
chr1	245769124	+	0	0	0	46
chr1	245769649	+	0	0	0	51
chr1	245769658	+	0	0	0	51
chr1	245769666	+	0	0	0	51
chr1	245772696	+	1	0	0	45
chr1	245772704	+	1	0	0	44
chr1	245772707	+	1	0	0	45
chr1	245773144	+	0	0	0	60
chr1	245848655	+	0	0	0	30
chr1	245848669	+	0	0	0	30
chr1	245849362	+	0	0	0	48
chr1	245849384	+	0	0	0	48
chr1	245849396	+	0	0	0	48
chr1	245849424	+	0	0	0	55
chr1	245849444	+	0	0	0	55
chr1	245849450	+	0	0	0	55
chr1	245849618	+	59	0	7	7
chr1	245849621	+	59	0	7	7
chr1	245849626	+	59	0	7	6
chr1	245849651	+	59	0	7	1
chr1	245850505	+	0	0	0	67
chr1	245850518	+	0	0	0	66
chr1	245850742	+	0	0	0	37
chr1	245850767	+	0	0	0	37
chr1	245850839	+	0	0	0	34
chr1	245850860	+	0	0	0	34
chr1	245851116	+	0	0	0	62
chr1	245851142	+	0	0	0	61
chr1	245851148	+	0	0	0	58
chr1	245851365	+	22	6	10	0
chr1	245851373	+	22	6	9	0
chr1	245851375	+	22	5	10	0
chr1	245851385	+	22	6	10	0
chr1	245851398	+	22	5	9	0
chr1	245851610	+	0	0	0	12
chr1	245851624	+	0	0	0	12
chr1	245851636	+	0	0	0	12
chr1	245851927	+	0	0	0	16
chr1	245851942	+	0	0	0	16
chr1	245851961	+	0	0	0	14
chr1	245852009	+	21	0	13	0
chr1	245852015	+	21	0	13	0
chr1	245852017	+	21	0	13	0
chr1	245852023	+	21	0	13	0
chr1	245852026	+	21	0	13	0
chr1	245852038	+	20	0	13	0
chr1	245852042	+	19	0	13	0
chr1	245852341	+	0	0	0	33
chr1	245852353	+	0	0	0	33
chr1	245852355	+	0	0	0	33
chr1	245906377	+	0	0	0	48
chr1	245906400	+	0	0	0	48
chr1	245908961	+	0	0	0	14
chr1	245930523	+	0	0	0	40
chr1	245970746	+	0	0	0	38
chr1	246310377	+	0	0	0	29
chr1	246310411	+	0	0	0	29
chr1	246311201	+	0	0	0	28
chr1	246311211	+	0	0	0	27
chr1	246311318	+	0	0	0	22
chr1	246441874	+	0	0	0	36
chr1	246545451	+	0	0	0	12
chr1	246586322	+	0	0	0	19
chr1	246586325	+	0	0	0	19
chr1	246638555	+	0	0	0	30
chr1	246638578	+	0	0	0	30
chr1	246654435	+	0	0	0	23
chr1	246670049	+	0	0	0	10
chr1	246670057	+	0	0	0	10
chr1	246670441	+	0	31	1	0
chr1	246670446	+	0	31	1	0
chr1	246670451	+	0	31	1	0
chr1	246670459	+	0	31	1	0
chr1	246670462	+	0	31	1	0
chr1	246670464	+	0	31	1	0
chr1	246670471	+	0	31	1	0
chr1	246670533	+	0	56	5	0
chr1	246670545	+	0	56	5	0
chr1	246670553	+	0	56	5	0
chr1	246670555	+	0	56	5	0
chr1	246670565	+	0	51	4	0
chr1	246674582	+	0	0	0	57
chr1	246679567	+	0	0	0	52
chr1	246679575	+	0	0	0	52
chr1	246679585	+	0	0	0	52
chr1	246681920	+	0	0	0	64
chr1	246681924	+	0	0	0	64
chr1	246681946	+	0	0	0	64
chr1	246729276	+	0	0	0	47
chr1	246729281	+	0	0	0	47
chr1	246729294	+	0	0	0	47
chr1	246729692	+	0	47	3	1
chr1	246729698	+	0	48	3	1
chr1	246729715	+	0	48	3	1
chr1	246729717	+	0	48	3	0
chr1	246729724	+	0	47	3	0
chr1	246729784	+	0	36	2	0
chr1	246729792	+	0	37	2	0
chr1	246729794	+	0	37	2	0
chr1	246729803	+	0	37	2	0
chr1	246729815	+	0	35	1	0
chr1	246729847	+	0	0	0	84
chr1	246729864	+	0	0	0	84
chr1	246729875	+	0	0	0	82
chr1	246729925	+	0	39	0	0
chr1	246729928	+	0	39	0	0
chr1	246729935	+	0	39	0	0
chr1	246729950	+	0	39	0	0
chr1	246729956	+	0	38	0	0
chr1	246730012	+	0	0	0	37
chr1	246730029	+	0	0	0	37
chr1	246730040	+	0	0	0	37
chr1	246767390	+	0	0	0	12
chr1	246767402	+	0	0	0	12
chr1	246767404	+	0	0	0	12
chr1	246770770	+	0	0	0	22
chr1	246770776	+	0	0	0	22
chr1	246770778	+	0	0	0	22
chr1	246771239	+	0	0	0	41
chr1	246771255	+	0	0	0	41
chr1	246853122	+	0	36	1	0
chr1	246853125	+	0	36	1	0
chr1	246853129	+	0	36	1	0
chr1	246853144	+	0	36	1	0
chr1	246853198	+	0	0	0	23
chr1	246859717	+	0	0	0	26
chr1	246859723	+	0	0	0	26
chr1	246860361	+	0	0	0	42
chr1	246860388	+	0	0	0	42
chr1	246866985	+	0	0	0	12
chr1	246867017	+	0	0	0	11
chr1	246887342	+	0	0	0	14
chr1	246887349	+	0	0	0	14
chr1	246887607	+	0	48	1	0
chr1	246887610	+	0	48	1	0
chr1	246887612	+	0	48	1	0
chr1	246887621	+	0	48	1	0
chr1	246887624	+	0	47	1	0
chr1	246887627	+	0	48	1	0
chr1	246887630	+	0	48	1	0
chr1	246887634	+	0	48	1	0
chr1	246887645	+	0	64	5	8
chr1	246887658	+	0	64	5	8
chr1	246887670	+	0	63	5	7
chr1	246887676	+	0	64	5	0
chr1	246887679	+	0	54	5	0
chr1	246887697	+	0	1	0	65
chr1	246887710	+	0	1	0	65
chr1	246887721	+	0	1	0	65
chr1	246887825	+	0	66	2	2
chr1	246887830	+	0	66	2	2
chr1	246887839	+	0	66	2	2
chr1	246887853	+	0	66	2	0
chr1	246887858	+	0	51	2	0
chr1	246887869	+	0	0	0	58
chr1	246887884	+	0	0	0	58
chr1	246887900	+	0	0	0	52
chr1	246917613	+	0	0	0	23
chr1	246939365	+	0	0	0	52
chr1	246939378	+	0	0	0	52
chr1	246949959	+	0	0	0	21
chr1	246949963	+	0	0	0	22
chr1	246949976	+	0	0	0	22
chr1	246950044	+	0	0	0	112
chr1	246952342	+	4	48	13	0
chr1	246952347	+	4	46	13	0
chr1	246952349	+	4	47	13	0
chr1	246952357	+	4	48	13	0
chr1	246952362	+	4	46	13	0
chr1	246952374	+	1	31	7	0
chr1	246952406	+	0	24	1	0
chr1	246952412	+	0	24	1	0
chr1	246952415	+	0	24	1	0
chr1	246952419	+	0	24	1	0
chr1	246952424	+	0	24	1	0
chr1	246952426	+	0	24	1	0
chr1	246952539	+	0	0	0	33
chr1	246955186	+	0	0	0	45
chr1	246958344	+	0	0	0	28
chr1	246958445	+	0	0	0	50
chr1	246958464	+	0	0	0	50
chr1	246961020	+	0	0	0	27
chr1	246961037	+	0	0	0	27
chr1	247011558	+	0	0	0	14
chr1	247011676	+	0	0	0	18
chr1	247031783	+	0	0	0	46
chr1	247031808	+	0	0	0	46
chr1	247094489	+	0	74	7	0
chr1	247094493	+	0	74	7	0
chr1	247094502	+	0	74	7	0
chr1	247094514	+	0	74	7	0
chr1	247094590	+	0	55	3	0
chr1	247094593	+	0	55	3	0
chr1	247094600	+	0	55	3	0
chr1	247094602	+	0	55	3	0
chr1	247094613	+	0	55	3	0
chr1	247094616	+	0	55	3	0
chr1	247094621	+	0	55	3	0
chr1	247094624	+	0	51	3	0
chr1	247094922	+	0	61	2	0
chr1	247094927	+	0	61	2	0
chr1	247094939	+	0	60	2	0
chr1	247094941	+	0	61	2	0
chr1	247094952	+	0	60	2	0
chr1	247094956	+	0	44	1	0
chr1	247095213	+	0	63	4	0
chr1	247095219	+	0	63	4	0
chr1	247095226	+	0	62	4	0
chr1	247095238	+	0	63	4	0
chr1	247095241	+	0	63	4	0
chr1	247095311	+	0	36	1	2
chr1	247095314	+	0	36	1	0
chr1	247095322	+	0	36	1	2
chr1	247095324	+	0	36	1	2
chr1	247095558	+	0	37	2	0
chr1	247095561	+	0	37	2	0
chr1	247095564	+	0	37	2	0
chr1	247095566	+	0	37	2	0
chr1	247095571	+	0	37	2	0
chr1	247095575	+	0	37	2	0
chr1	247107913	+	0	0	0	55
chr1	247107925	+	0	0	0	55
chr1	247126274	+	0	0	0	16
chr1	247126293	+	0	0	0	16
chr1	247126301	+	0	0	0	16
chr1	247145294	+	0	0	0	40
chr1	247171032	+	0	60	6	0
chr1	247171045	+	0	60	6	0
chr1	247171047	+	0	60	6	0
chr1	247171052	+	0	60	6	0
chr1	247171065	+	0	54	6	0
chr1	247173003	+	7	0	1	71
chr1	247173009	+	7	0	1	71
chr1	247173013	+	7	0	1	71
chr1	247195800	+	22	0	2	0
chr1	247195808	+	22	0	2	0
chr1	247195813	+	22	0	2	0
chr1	247195817	+	22	0	2	0
chr1	247195847	+	0	0	0	21
chr1	247195855	+	0	0	0	21
chr1	247208742	+	0	0	0	12
chr1	247241693	+	0	74	4	0
chr1	247241703	+	0	74	4	0
chr1	247241708	+	0	74	4	0
chr1	247241711	+	0	74	4	0
chr1	247241736	+	0	0	0	80
chr1	247241749	+	0	0	0	80
chr1	247241761	+	0	0	0	80
chr1	247241940	+	0	0	0	21
chr1	247241974	+	0	0	0	18
chr1	247252694	+	0	0	0	33
chr1	247252710	+	0	0	0	33
chr1	247267407	+	0	30	1	0
chr1	247267413	+	0	30	1	0
chr1	247267419	+	0	30	1	0
chr1	247267429	+	0	30	1	0
chr1	247267434	+	0	30	1	0
chr1	247267436	+	0	30	1	0
chr1	247267514	+	0	0	0	22
chr1	247267526	+	0	0	0	22
chr1	247269351	+	0	0	0	13
chr1	247274454	+	0	0	0	19
chr1	247274488	+	0	0	0	19
chr1	247274586	+	0	29	0	1
chr1	247274599	+	0	29	0	1
chr1	247274605	+	0	29	0	1
chr1	247274613	+	0	29	0	0
chr1	247274854	+	0	58	7	0
chr1	247274866	+	0	58	7	0
chr1	247274869	+	0	58	7	0
chr1	247274880	+	0	57	7	0
chr1	247274883	+	0	55	7	0
chr1	247274886	+	0	50	6	0
chr1	247274897	+	0	40	3	0
chr1	247274903	+	0	40	3	0
chr1	247274913	+	0	40	3	0
chr1	247274917	+	0	40	3	0
chr1	247274923	+	0	40	3	0
chr1	247274956	+	0	31	2	0
chr1	247274963	+	0	31	2	0
chr1	247274975	+	0	31	2	0
chr1	247274984	+	0	31	2	0
chr1	247274987	+	0	31	2	0
chr1	247274995	+	0	52	7	0
chr1	247275001	+	0	52	7	0
chr1	247275013	+	0	52	7	0
chr1	247275016	+	0	52	7	0
chr1	247275028	+	0	49	7	0
chr1	247275116	+	0	49	1	3
chr1	247275140	+	0	49	1	2
chr1	247275142	+	0	48	1	2
chr1	247275144	+	0	49	1	0
chr1	247275147	+	0	49	1	0
chr1	247275597	+	0	0	1	58
chr1	247275607	+	0	0	1	58
chr1	247275618	+	0	0	0	58
chr1	247275666	+	0	23	5	1
chr1	247275684	+	0	23	5	1
chr1	247275688	+	0	23	5	1
chr1	247275700	+	0	23	5	0
chr1	247275756	+	0	0	0	59
chr1	247278828	+	0	0	0	35
chr1	247278837	+	0	0	0	35
chr1	247278860	+	0	0	0	35
chr1	247278929	+	0	0	0	55
chr1	247278963	+	0	0	0	48
chr1	247278996	+	0	0	0	40
chr1	247282485	+	0	0	0	28
chr1	247373807	+	0	0	0	69
chr1	247373820	+	0	0	0	69
chr1	247374008	+	0	0	0	11
chr1	247401911	+	0	0	0	50
chr1	247441427	+	0	0	0	22
chr1	247441431	+	0	0	0	22
chr1	247441460	+	0	0	0	20
chr1	247449510	+	0	0	0	45
chr1	247449539	+	0	0	0	44
chr1	247449541	+	0	0	0	44
chr1	247449818	+	0	0	0	48
chr1	247454714	+	0	0	0	17
chr1	247454728	+	0	0	0	17
chr1	247454733	+	0	0	0	17
chr1	247464140	+	0	0	0	27
chr1	247464167	+	0	0	0	27
chr1	247464194	+	0	0	0	11
chr1	247464213	+	0	0	0	11
chr1	247464317	+	0	0	0	69
chr1	247464338	+	0	0	0	69
chr1	247465238	+	0	0	0	13
chr1	247465254	+	0	0	0	13
chr1	247482965	+	0	0	0	31
chr1	247482990	+	0	0	0	31
chr1	247492508	+	24	0	6	0
chr1	247492516	+	24	0	6	0
chr1	247492533	+	24	0	6	0
chr1	247492535	+	24	0	6	0
chr1	247494329	+	0	15	3	0
chr1	247494341	+	0	15	3	0
chr1	247494345	+	0	15	3	0
chr1	247494354	+	0	34	3	0
chr1	247494357	+	0	34	3	0
chr1	247494367	+	0	19	0	0
chr1	247494370	+	0	19	0	0
chr1	247494911	+	0	42	5	1
chr1	247494921	+	0	42	5	0
chr1	247494926	+	0	42	5	1
chr1	247494931	+	0	42	5	1
chr1	247495078	+	0	46	6	0
chr1	247495092	+	0	46	6	0
chr1	247495095	+	0	46	6	0
chr1	247495097	+	0	46	6	0
chr1	247495100	+	0	46	6	0
chr1	247495102	+	0	46	6	0
chr1	247495182	+	0	0	0	36
chr1	247495212	+	0	0	0	36
chr1	247495303	+	0	35	1	0
chr1	247495308	+	0	35	1	0
chr1	247495313	+	0	35	1	0
chr1	247495318	+	0	35	1	0
chr1	247495320	+	0	34	1	0
chr1	247495322	+	0	35	1	0
chr1	247495324	+	0	35	1	0
chr1	247495496	+	0	0	0	21
chr1	247495503	+	0	0	0	21
chr1	247495505	+	0	0	0	21
chr1	247495627	+	0	60	4	0
chr1	247495632	+	0	60	4	0
chr1	247495649	+	0	60	4	0
chr1	247495654	+	0	60	4	0
chr1	247495659	+	0	58	4	0
chr1	247495932	+	0	0	0	83
chr1	247495944	+	0	0	0	83
chr1	247495962	+	0	0	0	82
chr1	247496059	+	0	0	0	26
chr1	247496181	+	0	0	0	19
chr1	247496190	+	0	0	0	19
chr1	247496200	+	0	0	0	19
chr1	247507599	+	0	0	0	22
chr1	247511254	+	0	0	0	57
chr1	247511349	+	0	6	12	3
chr1	247511352	+	0	6	11	2
chr1	247511364	+	0	6	12	3
chr1	247511378	+	0	6	12	1
chr1	247511383	+	0	5	12	0
chr1	247511469	+	0	0	0	43
chr1	247511477	+	0	0	0	43
chr1	247511485	+	0	0	0	43
chr1	247535146	+	0	0	0	48
chr1	247535172	+	0	0	0	48
chr1	247535756	+	0	0	0	28
chr1	247535760	+	0	0	0	28
chr1	247535769	+	0	0	0	28
chr1	247536285	+	0	0	0	17
chr1	247536301	+	0	0	0	17
chr1	247537192	+	2	41	4	0
chr1	247537197	+	2	41	4	0
chr1	247537211	+	2	41	4	0
chr1	247537218	+	2	41	4	0
chr1	247537224	+	2	41	4	0
chr1	247573800	+	0	0	0	42
chr1	247581764	+	0	0	0	18
chr1	247590008	+	0	0	0	38
chr1	247590027	+	0	0	0	38
chr1	247592816	+	0	0	0	12
chr1	247592844	+	0	0	0	12
chr1	247596804	+	0	0	0	45
chr1	247596886	+	0	0	0	17
chr1	247611842	+	0	0	0	54
chr1	247614605	+	0	0	0	20
chr1	247654811	+	0	0	0	21
chr1	247654838	+	0	0	0	21
chr1	247681493	+	7	6	14	1
chr1	247681508	+	7	6	14	1
chr1	247681516	+	7	6	14	1
chr1	247681519	+	7	6	14	0
chr1	247681522	+	6	6	11	0
chr1	247681524	+	6	5	11	0
chr1	247681640	+	2	13	11	0
chr1	247681653	+	2	13	11	0
chr1	247681661	+	2	13	11	0
chr1	247681668	+	2	13	11	0
chr1	247681670	+	2	12	11	0
chr1	247684915	+	0	0	0	35
chr1	247684917	+	0	0	0	33
chr1	247685619	+	13	0	2	0
chr1	247685622	+	13	0	2	0
chr1	247685627	+	13	0	2	0
chr1	247685645	+	13	0	2	0
chr1	247694151	+	7	20	20	1
chr1	247694155	+	7	20	20	1
chr1	247694165	+	7	20	20	0
chr1	247694168	+	7	20	20	1
chr1	247694184	+	7	19	19	0
chr1	247694217	+	17	14	21	0
chr1	247694220	+	17	14	21	0
chr1	247694225	+	17	14	21	0
chr1	247694228	+	17	14	21	0
chr1	247694230	+	17	14	21	0
chr1	247694246	+	16	13	17	0
chr1	247694275	+	1	9	7	0
chr1	247694278	+	1	9	7	0
chr1	247694300	+	0	9	5	0
chr1	247694303	+	0	9	5	0
chr1	247694414	+	0	0	0	46
chr1	247694434	+	0	0	0	46
chr1	247802703	+	0	0	0	17
chr1	247802827	+	5	17	8	0
chr1	247802833	+	5	17	8	0
chr1	247802842	+	5	17	7	0
chr1	247802844	+	5	17	8	0
chr1	247802846	+	5	17	8	0
chr1	247802852	+	5	17	8	0
chr1	247913981	+	0	0	0	35
chr1	248011831	+	0	0	0	35
chr1	248011834	+	0	0	0	35
chr1	248011843	+	0	0	0	35
chr1	248020046	+	0	0	0	26
chr1	248020058	+	0	0	0	26
chr1	248020062	+	0	0	0	26
chr1	248020399	+	0	0	0	18
chr1	248020410	+	0	0	0	18
chr1	248020625	+	0	0	0	32
chr1	248020632	+	0	0	0	32
chr1	248020641	+	0	0	0	32
chr1	248020765	+	0	33	3	0
chr1	248020775	+	0	33	3	0
chr1	248020791	+	0	33	3	0
chr1	248020795	+	0	33	3	0
chr1	248020798	+	0	28	2	0
chr1	248020821	+	0	59	2	0
chr1	248020826	+	0	59	2	0
chr1	248020828	+	0	59	2	0
chr1	248020831	+	0	59	2	0
chr1	248020836	+	0	58	2	0
chr1	248020838	+	0	59	2	0
chr1	248020840	+	0	59	2	0
chr1	248020845	+	0	59	2	0
chr1	248020848	+	0	56	2	0
chr1	248020908	+	0	53	4	0
chr1	248020914	+	0	53	4	0
chr1	248020925	+	0	53	4	0
chr1	248020930	+	0	53	4	0
chr1	248020934	+	0	53	4	0
chr1	248020937	+	0	52	4	0
chr1	248020940	+	0	53	4	0
chr1	248028151	+	0	0	0	41
chr1	248059252	+	0	0	0	15
chr1	248059312	+	0	0	0	17
chr1	248068958	+	0	0	0	11
chr1	248100220	+	0	0	0	35
chr1	248100228	+	0	0	0	35
chr1	248100233	+	0	0	0	35
chr1	248100331	+	0	0	0	50
chr1	248100345	+	0	0	0	50
chr1	248100363	+	0	0	0	50
chr1	248100398	+	5	63	20	0
chr1	248100405	+	5	63	20	0
chr1	248100407	+	5	63	20	0
chr1	248100422	+	5	63	20	0
chr1	248100427	+	5	58	18	0
chr1	248351611	+	0	0	0	41
chr1	248404908	+	0	0	0	19
chr1	248404922	+	0	0	0	19
chr1	248569860	+	0	0	0	13
chr1	248753507	+	0	0	0	66
chr1	248753531	+	0	0	0	66
chr1	248753540	+	0	0	0	61
chr1	248791643	+	0	0	0	22
chr1	248854936	+	0	0	0	25
chr1	248855089	+	29	0	19	1
chr1	248855092	+	29	0	19	1
chr1	248855101	+	29	0	19	1
chr1	248855120	+	29	0	19	0
chr1	248855296	+	9	3	19	0
chr1	248855302	+	9	3	19	0
chr1	248855314	+	9	3	19	0
chr1	248855318	+	9	3	19	0
chr1	248855328	+	7	3	16	0
chr1	248855364	+	3	0	9	0
chr1	248855368	+	4	0	9	0
chr1	248855376	+	4	0	9	0
chr1	248855387	+	4	0	9	0
chr1	248855389	+	4	0	9	0
chr1	248900987	+	0	0	0	48
chr1	248906182	+	0	0	0	66
chr1	248906193	+	0	0	0	66
chr1	248906216	+	0	0	0	53
chr1	249106055	+	0	0	0	28
chr1	249106060	+	0	0	0	28
chr1	249112350	+	0	0	0	11
chr1	249120486	+	0	77	9	0
chr1	249120498	+	0	77	9	0
chr1	249120504	+	0	77	9	0
chr1	249120508	+	0	76	9	0
chr1	249120510	+	0	75	9	0
chr1	249120513	+	0	75	9	0
chr1	249120516	+	0	73	9	0
chr1	249132144	+	0	0	0	74
chr1	249132153	+	0	0	0	75
chr1	249132177	+	0	0	0	73
chr1	249132455	+	0	0	0	71
chr1	249132477	+	0	0	0	71
chr1	249132484	+	0	0	0	70
chr1	249132511	+	0	54	2	3
chr1	249132524	+	0	54	2	3
chr1	249132526	+	0	54	2	2
chr1	249132545	+	0	54	2	1
chr1	249132593	+	0	46	3	0
chr1	249132597	+	0	47	3	0
chr1	249132601	+	0	47	3	0
chr1	249132605	+	0	46	3	0
chr1	249132613	+	0	47	3	0
chr1	249132626	+	0	46	3	0
chr1	249132704	+	0	45	0	0
chr1	249132719	+	0	45	0	0
chr1	249132721	+	0	45	0	0
chr1	249132723	+	0	45	0	0
chr1	249132749	+	0	0	0	23
chr1	249132871	+	0	56	6	0
chr1	249132878	+	0	56	6	0
chr1	249132885	+	0	56	6	0
chr1	249132887	+	0	56	6	0
chr1	249132898	+	0	56	6	0
chr1	249141750	+	24	0	1	0
chr1	249141756	+	24	0	1	0
chr1	249141762	+	24	0	1	0
chr1	249141777	+	24	0	1	0
chr1	249141825	+	55	0	4	0
chr1	249141828	+	54	0	4	0
chr1	249141831	+	55	0	4	0
chr1	249141849	+	54	0	4	0
chr1	249141855	+	55	0	4	0
chr1	249141858	+	55	0	4	0
chr1	249141885	+	15	0	4	0
chr1	249141893	+	15	0	4	0
chr1	249141895	+	15	0	4	0
chr1	249141913	+	15	0	4	0
chr1	249141915	+	15	0	4	0
chr1	249142035	+	30	0	12	0
chr1	249142045	+	30	0	12	0
chr1	249142047	+	30	0	12	0
chr1	249142053	+	30	0	12	0
chr1	249142064	+	30	0	12	0
chr1	249142461	+	18	0	5	0
chr1	249142464	+	18	0	5	0
chr1	249142468	+	18	0	5	0
chr1	249142474	+	18	0	4	0
chr1	249142478	+	18	0	5	0
chr1	249142491	+	18	0	5	0
chr1	249152494	+	0	0	0	75
chr1	249153108	+	0	56	2	0
chr1	249153122	+	0	56	2	0
chr1	249153130	+	0	56	2	0
chr1	249153132	+	0	56	2	0
chr1	249153187	+	0	57	2	6
chr1	249153216	+	0	57	2	6
chr1	249153218	+	0	57	2	3
chr1	249153220	+	0	57	2	0
chr1	249153278	+	0	1	1	60
chr1	249153291	+	0	1	1	59
chr1	249153293	+	0	1	1	60
chr1	249167416	+	0	0	0	24
chr1	249167433	+	0	0	0	24
chr1	249167445	+	0	0	0	24
chr1	249167745	+	0	0	0	69
chr1	249167757	+	0	0	0	69
chr1	249167765	+	0	0	0	69
chr1	249167855	+	0	0	0	48
chr1	249167868	+	0	0	0	48
chr1	249167874	+	0	0	0	48
chr1	249200433	+	0	89	4	0
chr1	249200437	+	0	89	4	0
chr1	249200442	+	0	89	4	0
chr1	249200444	+	0	88	4	0
chr1	249200448	+	0	89	4	0
chr1	249200450	+	0	89	4	0
chr1	249200453	+	0	89	4	0
chr1	249200457	+	0	89	4	0
chr1	249200460	+	0	89	4	0
chr1	249200466	+	0	79	4	0
chr1	249211534	+	0	0	0	103
chr1	249212332	+	0	0	0	35
chr1	249238527	+	0	0	0	180
chr1	249238546	+	0	0	0	180
chr10	95011	+	0	0	0	15
chr10	95030	+	0	0	0	15
chr10	120147	+	0	14	0	0
chr10	120151	+	0	14	0	0
chr10	120159	+	0	14	0	0
chr10	120161	+	0	14	0	0
chr10	122496	+	0	0	0	35
chr10	122521	+	0	0	0	35
chr10	137951	+	0	0	0	51
chr10	170214	+	0	0	0	12
chr10	180644	+	0	54	4	3
chr10	180657	+	0	54	4	3
chr10	180660	+	0	54	4	2
chr10	180663	+	0	54	4	1
chr10	180938	+	0	30	3	0
chr10	180942	+	0	30	3	0
chr10	180944	+	0	30	3	0
chr10	180949	+	0	29	3	0
chr10	180954	+	0	30	3	0
chr10	180959	+	0	30	3	0
chr10	180997	+	0	26	3	0
chr10	181006	+	0	26	3	0
chr10	181010	+	0	26	3	0
chr10	181014	+	0	26	3	0
chr10	181019	+	0	26	3	0
chr10	181021	+	0	26	3	0
chr10	181023	+	0	26	3	0
chr10	181028	+	0	25	3	0
